Deal ID,Property ID,Status,Type,Market,Date,Distance,Property Name,Address,City,State,Country,Postal Code,sf,Yr Built,Yr Renov,# Bldgs,# Floors,Land Area (acres),Occupancy,Prop/Deal,Price ($),Currency,$/sf,Price Qualifier,Partial Interest,Partial Inv Vol ($),Cap Rate,Cap Rate Qualifier,Buyer,Buyer's Broker,Seller,Seller's Broker,Lender,Buildable Area in (sf),$/Buildable sf,Comments or Notes,Latitude,Longitude,County,Submarket,MSA,CBSA,APN,Deed,Beds
1241530,1460512,Sale,Office,Manhattan,1/9/15,,Soho House NYC (Office Condo),29 Ninth Ave,New York,NY,United States,10014,64304,1910,2001,,6,0.2371442,1,1 of 1,67000000,$,1042,approx,Majority,40200000,0.0531699,unwrtn,Midtown Equities,,Yucaipa Cos,,COMM 2015-CCRE22 ($45m approx),,,100% occ.;Office - CBD property; street retail; Tenants: single tenant -- Soho House New York LLC; condo; partial interest (60%); partner buyout;,40.7406455,-74.0060151,,Midtown South,5600,35620,"6461102, 06461102",0000052252,
1187374,1172877,Sale,Office,Manhattan,12/18/14,,1740 Broadway,1740 Broadway,New York,NY,United States,10019,603928,1950,2007,1,26,0.6772268,0.98,1 of 1,605000000,$,1002,confm'd,,605000000,0.0442,unwrtn,Blackstone,,Vornado,CBRE,BWAY 2015-1740 ($308m approx),,,"98% occ.;Office - CBD property; street retail (19,000 sf); Tenants: Limited Brands, Orsid, Cognac, Citibank, Davis & Gilbert; prior sale: Jul-97 ($129.9m); bought for renovation; 1031 exch;",40.7649343,-73.9817066,,Midtown West,5600,35620,10270020,0000424359,
1192841,1180788,Sale,Office,Manhattan,12/18/14,,386 Park Avenue South,386 Park Ave S,New York,NY,United States,10016,260000,1927,2014,1,20,0.15998,0.68,1 of 1,201500000,$,775,confm'd,,201500000,0.024,in place,Hang Seng Realty,,"Principal RE Investors, William Macklowe Co",Eastdil Secured,,,,68% occ.;Office - CBD property; street retail; prior sale: Sep-12 ($111.5m);,40.7430608,-73.9848172,,Midtown South,5600,35620,08570038,,
1217760,1453033,Sale,Office,Manhattan,12/12/14,,The Club Row Building,28 W 44th St,New York,NY,United States,10036,359000,1920,2014,1,21,0.43999,0.961,1 of 1,235000000,$,655,approx,Majority,188000000,0.0475781,unwrtn,APF Properties,,Prudential RE Investors,,"JPMBB 2015-C27 ($110m approx), JPMBB 2015-C28 ($110m approx)",,,"96% occ.;Office - CBD property; street retail (15,800 sf); Tenants: Crew Cuts, Inc., The City University of New York, American National Standards Institute, Invision, Inc., Emerge212; prior sale: Apr-11 ($161.0m); partial interest (80%); partner buyout;",40.7550586,-73.9816781,,Midtown West,5600,35620,12590019,,
1213110,1186019,Sale,Office,Manhattan,12/1/14,,158 West 27th Street,158 W 27th St,New York,NY,United States,10001,123294,1913,2012,1,12,0.191,0.92,1 of 1,82500000,$,669,confm'd,,82500000,0.042,in place,"George Comfort & Sons, ASB Real Estate Investments",,Emmes,Eastdil Secured,NY Community Bank ($50m approx),,,"92% occ.;Office - CBD property; street retail (7,500 sf); prior sale: Dec-12 ($57.5m);",40.7461799,-73.9933437,,Midtown West,5600,35620,08020075,0000002112,
1189144,1174925,Sale,Office,Manhattan,9/30/14,,1460 Broadway,1460 Broadway,New York,NY,United States,10036,216820,2000,,1,,,1,1 of 1,180000000,$,830,confm'd,Minority,88200000,0.055,next yr,"Himmel + Meringoff Props, Swig Company",,"Blackstone, Brookfield Prop Prtnrs",Eastdil Secured,Aareal Bank ($134m approx),,,"100% occ.;Office - CBD property; street retail (35,000 sf); Tenants: Skadden Arps (Intends to Vacate); prior sale: Oct-06 ; bought for renovation; partial interest (49%); Skadden Arps departing next year; estimated development cost: $60.0partner buyout;",40.7551055,-73.9862093,,Midtown West,5600,35620,"09940009, 09941301, 09941302, 09941303",,
1125903,1136849,Sale,Office,Manhattan,9/30/14,,BNY Mellon HQ,1 Wall St,New York,NY,United States,10005,1165659,1930,1973,1,50,0.9682736,1,1 of 1,585000000,$,502,confm'd,,585000000,0.055,quoted,Macklowe Properties,,BNY Mellon,CBRE,"Deutsche Bank ($460m approx), Qatar National Bank ($460m approx)",,,100% occ.;Office - CBD property; street retail; Tenants: single tenant -- BNY Mellon (HQ - Intends to Vacate); sale-leaseback (Partial); to be Mixed- Mixed;,40.7071269,-74.0118078,,Downtown,5600,35620,"00230007, 00280000",000336811 ; 0000168382,
1169675,1167289,Sale,Office,Manhattan,9/23/14,,Mary McFadden Building,240 W 35th St,New York,NY,United States,10001,161588,1925,2009,1,17,0.22998,0.95,1 of 1,80180000,$,496,confm'd,,80180000,0.045,next yr,RPW Group,,"Meritage Properties, Hidrock Realty",JLL,Union Labor Life ($58m approx),,,"95% occ.;Office - CBD property; street retail; Tenants: Carrier, Fidelus Technologies, Reem Acra Bridal, United Business Media, Cafe Nunez; prior sale: Aug-08 ($58.0m);",40.7520873,-73.9918619,,Midtown West,5600,35620,"07840064, 0784-0064",0000339949,
1166628,1159279,Sale,Office,Manhattan,9/12/14,,80 Broad Street,80 Broad St,New York,NY,United States,10004,423403,1935,2006,1,36,0.3015381,0.9,1 of 1,173000000,$,409,confm'd,,173000000,0.039,in place,"Broad Street Dev LLC, RXR Realty",,Savanna,Eastdil Secured,AIG ($102m approx),,,90% occ.;Office - CBD property; street retail; prior sale: Apr-11 ($66.3m); bought for renovation;,40.7043408,-74.0118572,,Downtown,5600,35620,"00110021, 00110001",000313346,
1148369,1150141,Sale,Office,Manhattan,8/31/14,,150 East 42nd Street,150 E 42nd St,New York,NY,United States,10017,1150000,1956,,1,42,,1,1 of 1,900000000,$,783,confm'd,,900000000,0.037,in place,"David Werner RE, Harry Skydell, 601W Companies, Berkley Properties",Eastdil Secured,Hiro Real Estate,Eastdil Secured,MS 2014-150 ($525m approx),,,"100% occ.;Office - CBD property; street retail (50,000 sf); Tenants: Wells Fargo, Ann Taylor, CVS, Starbucks; prior sale: Mar-08 ; leasehold; Mouint Sinai bought condo/leasehold (450k sqft); Goelet family extended ground lease to 99 years;",40.7509156,-73.975455,,Midtown East,5600,35620,"012960046, 12967502",,
1190020,1175911,Sale,Office,Manhattan,8/14/14,,80 and 90 Maiden Lane(29),80-90 Maiden Lane,New York,NY,United States,10038,544654,1810,2013,1,25,0.5142103,0.941,1 of 1,210000000,$,386,approx,Majority,105000000,0.048757319,unwrtn,"Kushner Companies, Normandy RE Partners",,"Read Property Group, Chetrit Group",Eastdil Secured,"COMM 2014-LC17 ($55m approx), COMM 2014-CCRE20 ($55m approx)",,,"94% occ.;Office - CBD property; street retail; Tenants: Catholic Charities of NY, United Cerebral Palsy, Office of Children & Family Services, NYC Dept of Education, NY Dept of Investigation; bought for renovation; partial interest (50%); 1031 exch;",40.7068768,-74.0075787,,Downtown,5600,35620,"00420031, 00420036",0000300826; 0000300820; 0000300819,
1185149,1169567,Sale,Office,Manhattan,7/31/14,,Park Avenue Tower,65 E 55th St,New York,NY,United States,10022,619631,1986,,1,36,0.6060147,1,1 of 1,750000000,$,1210,confm'd,Majority,712500000,0.041,in place,Blackstone,,Shorenstein,Eastdil Secured,,,,100% occ.;Office - CBD property; street retail; Tenants: Paul Hastings (Intends to Vacate); prior sale: Jun-08 ($665.0m); bought for renovation; partial interest (95%); to be Commercial- Mixed;,40.7608582,-73.9720839,,Midtown East,5600,35620,12910028,0000275448; 0000283237,
1147091,1148790,Sale,Office,Manhattan,7/10/14,,Fashion Gallery,1412 Broadway,New York,NY,United States,10018,415135,1927,2010,1,24,0.44256,0.97,1 of 1,250000000,$,602,confm'd,,250000000,0.0475,quoted,"Aini Assets, Isaac Chetrit & Ray Yadidi",,"Harbor Group Int'l, Migdal Insurance, Menora Mivtachim","CBRE, Meridian Investment Sales",Wells Fargo ($131m approx),,,"97% occ.;Office - CBD property; street retail (14,433 sf); Tenants: Jessica McClintock, Jones New York, One Step Up, Escada, OuterStuff; prior sale: Dec-10 ($151.3m);",40.7536222,-73.9865492,,Midtown West,5600,35620,08150014,0000243614,
1128887,1142729,Sale,Office,Manhattan,6/26/14,,One Park Avenue,1 Park Ave,New York,NY,United States,10016,957000,1925,1996,1,18,1.043,0.96,1 of 1,560000000,$,585,confm'd,Minority,252000000,0.046,in place,CPP Investment Board,,Vornado Cap Prtnrs,Eastdil Secured,"W.R. Berkley ($96m approx), MS 2011-C2 ($96m approx), Morgan Stanley ($96m approx)",,,"96% occ.;Office - CBD property; street retail (79,000 sf); Tenants: NYU Langone Medical Center, Coty, CHF Industries, Citibank; prior sale: Mar-11 ($426.8m); partial interest (45%); buyer assumed mtg; seller retained interest; Murray Hill Properties has 5% stake.;",40.7458821,-73.9815032,,Midtown East,5600,35620,"08880001, 00900001, 08890000",,
1148438,1150267,Sale,Office,Manhattan,6/26/14,,330 Hudson,330 Hudson St,New York,NY,United States,10013,466000,1910,2012,1,16,35277,0.76,1 of 1,303000000,$,650,confm'd,Minority,149469900,0.03,in place,"Callahan Cap Prtnrs, Ivanhoe Cambridge",,Beacon Capital Partners,Eastdil Secured,,,,76% occ.;Office - CBD property; Tenants: Pearson; prior sale: Jun-11 ($74.0m); leasehold; partial interest (49.33%); seller retained interest;,40.72692,-74.0069263,,Downtown,5600,35620,"00580-0001, 06280017, 05800001, 05801001, 05801002, 05807501",,
1085605,1116297,Sale,Office,Manhattan,6/18/14,,144 W 46th St,144 W 46th St,New York,NY,United States,10036,5960,1920,,1,5,,,1 of 1,6090000,$,1022,confm'd,,6090000,0.0405,quoted,"Klosed Properties, Namdar Realty Group",,Kam Kwan Tse,Midtown Commercial Real Estate,Melrose Credit Union ($4m approx),,,Office - CBD property; top 2 floors are 4 live/work apartments;,40.7579406,-73.9841748,,Midtown West,5600,35620,09980053,0000215125,
1124934,1135554,Sale,Office,Manhattan,6/17/14,,Five Times Square,5 Times Square,New York,NY,United States,10036,1101779,2002,,1,39,,0.98,1 of 1,1470547123,$,1335,confm'd,,1470547123,0.044,in place,David Werner RE,,AVR Realty,Eastdil Secured,"Wachovia 2007-C30 ($536m approx), Wachovia 2007-C31 ($536m approx)",,,"98% occ.;Office - CBD property; street retail (37,000 sf); Tenants: Ernst & Young (HQ), Red Lobster, Disney, Champs Sports, Sephora; prior sale: Feb-07 ($1,280.0m); leasehold; buyer assumed mtg; option to acquire land from the 42nd St development corporation (City of NY);",40.755742,-73.98739,,Midtown West,5600,35620,010130029,,
1128963,1142819,Sale,Office,Manhattan,6/3/14,,521-541 W 25th Street,511-541 W 25th St,New York,NY,United States,10001,200000,1910,2012,3,,0.57,0.92,1 of 1,160000000,$,800,confm'd,,160000000,0.05,quoted,"Prudential RE Investors, L&L Holding, ",,Related Cos,CBRE,Aareal Bank ($98m approx),,,"92% occ.;Office - CBD/loft property; street retail; Tenants: Target, CD Network, Whitehall Business Archives, Yossi Milo Gallery, Betty Cuningham Gallery; prior sale: Feb-12 ($95.0m);",40.7497565,-74.00471695,,Midtown West,5600,35620,"06970013, 06970023, 00697-0013, 00697-0023",0000202816,
1128950,1142804,Sale,Office,Manhattan,5/29/14,,61 Broadway,61 Broadway,New York,NY,United States,10006,786975,1916,2002,1,33,0.4869146,0.91,1 of 1,330000000,$,419,confm'd,,330000000,0.045,quoted,RXR Realty,,"Broad Street Dev LLC, Heyman Properties",JLL,"TD Bank ($200m approx), DekaBank ($200m approx), HSBC Holdings ($200m approx)",,,"91% occ.;Office - CBD property; street retail (26,000 sf); Tenants: American Lung Assoc, Pax Clearing Corp, Ingalls & Snyder, Travelers Insurance, Pinkerton Consulting & Investigations; prior sale: Sep-04 ($130.4m); bought for renovation;",40.7070073,-74.0124605,,Downtown,5600,35620,00210001,0000195341,
1116477,1131266,Sale,Office,Manhattan,5/22/14,,450 Park,450 Park Ave,New York,NY,United States,10022,321462,1972,2002,1,33,0.31,0.93,1 of 1,545750000,$,1698,confm'd,,545750000,0.033,in place,"Oxford Properties Group, Crown Acquisitions",,"Michael Tabor, Somerset Partners",Eastdil Secured,,,,"93% occ.;Office - CBD property; street retail (35,000 sf); Tenants: Alfred Dunhill, Cerberus, Taconic Capital Advisors, Phillips De Pury & Co; prior sale: Oct-07 ($509.0m); buyer assumed mtg;",40.761507,-73.971308,,Midtown East,5600,35620,012920037,0000189277,
1165543,1158024,Sale,Office,Manhattan,5/5/14,,673 First Avenue,673 First Ave,New York,NY,United States,10065,426596,1928,1989,1,11,0.7934343,0.99,1 of 1,146666666.7,$,344,confm'd,,146666666.7,0.047,in place,NYU Langone,Cushman & Wakefield,SL Green,Cushman & Wakefield,TD Bank ($150m approx),,,"99% occ.;Office - CBD/medical property; Tenants: NYU Langone, New York Presbyterian Hospital; bought for occupancy; leasehold;",40.765555,-73.957872,,Upper East Side,5600,35620,"09440022, 09441201",0000156290,
1085591,1116251,Sale,Office,Manhattan,5/2/14,,110 William Street,110 William St,New York,NY,United States,10038,928000,1959,2011,1,32,0.7463499,0.97,1 of 1,261100000,$,281,confm'd,,261100000,0.05,next yr,"KBS Strategic Opportunity REIT, Savanna",,"Silverpeak RE Partners, Longwing, Swig Equities",Eastdil Secured,UBSBB 2012-C2 ($142m approx),,,"97% occ.;Office - CBD property; Tenants: Pacific College of Oriental Medicine, Government Agencies; prior sale: Dec-04 ($164.5m); bought for renovation; buyer assumed mtg; seller retained interest; Swig is expected to retain a small equity interest and will also manage the property;",40.7087737,-74.0067282,,Downtown,5600,35620,"000770008, 00770008",000155916,
1148391,1150208,Sale,Office,Manhattan,4/30/14,,160 Water Street,160 Water St,New York,NY,United States,10004,481858,1970,,,24,0.4370983,0.959,1 of 1,165000000,$,342,approx,,165000000,0.04402,unwrtn,Emmes,,Oestreicher Properties,Cushman & Wakefield,"JPMCC 2014-C20 ($51m approx), JPMBB 2014-C22 ($51m approx)",,,"96% occ.;Office - CBD property; street retail (20,000 sf); Tenants: Beth Israel Medical Center, Seneca Insurance Co, New York City Health and Hospital Corporation;",40.7033226,-74.0088962,,Downtown,5600,35620,00700043,0000156064,
1116479,1131268,Sale,Office,Manhattan,4/22/14,,1370 Broadway,1370 Broadway,New York,NY,United States,10018,280000,1922,2012,1,16,0.419674,0.88,1 of 1,186000000,$,664,confm'd,,186000000,0.049,quoted,"Invesco, FL Retirement Sys",,Normandy RE Partners,CBRE,Principal Financial ($75m approx),,,"88% occ.;Office - CBD property; Tenants: Rosenthal & Rosenthal, Esprit, Collection 18, Fashion Options, Intradeco Apparel; prior sale: Apr-12 ($124.4m);",40.7517576,-73.9871653,,Midtown West,5600,35620,08120049,0000143433,
1124936,1135556,Sale,Office,Manhattan,4/1/14,,55 Broadway,55 Broadway,New York,NY,United States,10006,358637,1981,1987,1,32,0.36092,0.8906,1 of 1,157000000,$,438,confm'd,,157000000,0.051264,unwrtn,"Harbor Group Int'l, Image Capital",,"Broad Street Dev LLC, Crow Holdings",JLL,"JPMCC 2014-C20 ($35m approx), JPMBB 2014-C19 ($35m approx)",,,"89% occ.;Office - CBD property; street retail (33,400 sf); Tenants: Bank of Communications, Hugh Wood, Knight Capital Group; prior sale: May-06 ($82.0m); bought for renovation; approvals in place to add 9,000 sq ft more to existing 2,400 sq ft street retail that can be combined with 22,000 sq ft second floor retail; to be Commercial- Commercial;",40.7068263,-74.0130304,,Downtown,5600,35620,00200016,000119506,
1087404,1119059,Sale,Office,Manhattan,3/19/14,,530-536 Broadway,530-536 Broadway,New York,NY,United States,10012,196000,1890,,3,11,0.3193067,0.95,1 of 1,326000000,$,1663,confm'd,,326000000,0.045,in place,"SL Green, Wharton Properties",,Thor Equities,Eastdil Secured,Morgan Stanley ($200m approx),,,"95% occ.;Office - CBD property; street retail (15,000 sf); Tenants: Club Monaco, Eastern Mountain Sports, Vince Camuto, AT&T; prior sale: Oct-08 ;",40.7232201,-73.9983793,,Midtown South,5600,35620,"4971, 04970001, 04970004, 4974",000095428 ; 0000101129,
1115991,1129991,Sale,Office,Manhattan,3/3/14,,Caxton Bldg,229-239 W 28th St,New York,NY,United States,10001,153913,1917,,1,12,0.27998,0.91,1 of 1,81500000,$,530,confm'd,,81500000,0.04,next yr,Lexin Capital,,"JOSS Realty Prtnrs LLC, Peter J Solomon Co",JLL,Wells Fargo ($40m approx),,,"91% occ.;Office - CBD property; Tenants: Rodgers & Hammerstein Organization, Fitch Group; prior sale: Jun-07 ($48.0m);",40.7482061,-73.9949895,,Midtown West,5600,35620,"778-20, 07780020",000089248,
1087838,1119676,Sale,Office,Manhattan,1/9/14,,90 Broad Street,90 Broad St,New York,NY,United States,10004,392989,1930,2006,1,25,0.36388,0.85,1 of 1,129000000,$,328,confm'd,,129000000,0.045,in place,Princeton Int'l Props,,"JP Morgan, Swig Equities",Eastdil Secured,JPMCC 2007-LDP10 ($80m approx),,,"85% occ.;Office - CBD property; street retail; Tenants: City Networks, DMC Management Co, Done-Tech, M&T Bank; prior sale: Dec-05 ($90.6m); bought for renovation; estimated development cost: $20.0buyer assumed mtg;",40.7037939,-74.0119961,,Downtown,5600,35620,"540000666200006852690000, 000100016, 00100016",000022903,
1108448,1359462,Sale,Office,Manhattan,12/23/13,,1440 Broadway,1440 Broadway,New York,NY,United States,10018,740000,1925,2001,1,25,0.59651,0.94,1 of 1,528977225,$,715,confm'd,,528977225,0.0449,quoted,ARC NYRR,,"Rockpoint Group, Monday Properties",Eastdil Secured,,,,"94% occ.;Office - CBD property; street retail; Tenants: Macy's, About.Com (Primedia) - 18th Floor, Advance Magazine Publishers, Inc.,, Fifth And Pacific Companies, Razorfish; prior sale: Dec-12 ($353.0m);",40.7544048,-73.9863665,,Midtown West,5600,35620,"009930011, 09930011, 00993-0011",000532401,
1068931,1094806,Sale,Office,Manhattan,12/20/13,,545 Madison Avenue,545 Madison Ave,New York,NY,United States,10022,132000,1956,2008,1,18,0.1612718,0.933,1 of 1,53000000,$,402,confm'd,,53000000,0.056,in place,Thor Equities,,"LCOR, BlackRock Realty",Eastdil Secured,JPMBB 2014-C18 ($30m approx),,,"93% occ.;Office - CBD property; street retail (7,000 sf); Tenants: Ogden Capital Properties, Strike Holdings Group LLC, Oscar Blandi Salon Inc; prior sale: Nov-06 ($136.5m); leasehold;",40.7606698,-73.9731128,,Midtown East,5600,35620,"129052, 12900052",,
1086183,1117122,Sale,Office,Manhattan,12/4/13,,440 Ninth Avenue,440 Ninth Ave,New York,NY,United States,10001,398800,1927,1999,1,18,0.45,0.95,1 of 1,211500000,$,530,confm'd,,211500000,0.044,quoted,Jowa Holdings,,"Sherwood Equities, Paramount Group",CBRE,DekaBank ($124m approx),,,"95% occ.;Office - CBD property; street retail (15,000 sf); Tenants: B&H Photo Video, ES Originals, EmblemHealth, Mirrorball, Athena Capital Research LLC; prior sale: Jan-08 ($160.0m); buyer assumed mtg;",40.7536713,-73.9954924,,Midtown West,5600,35620,07580082,0000521276,
953151,1039340,Sale,Office,Manhattan,11/20/13,,625 Madison Avenue (Land Only),625 Madison Ave,New York,NY,United States,10022,,1956,1988,1,17,0.81,0.94,1 of 1,400000000,$,,confm'd,,400000000,0.01153125,unwrtn,Ashkenazy Acquisition,HFF,Ginsberg Family,Cushman & Wakefield,"COMM 2014-CCRE14 ($110m approx), COMM 2014-CCRE15 ($110m approx)",,,"94% occ.;Office - CBD property; street retail (73,000 sf); Tenants: Polo Ralph Lauren, Baccarat Jewelers, Eton Fashion AB, Frattelli Rosetti -, Stuart Weitzman; leased fee / land only; ground lease includes extension options; rent will reset in 2022 and 2043;",40.7631276,-73.9712336,,Midtown East,5600,35620,12940046,000504927,
951808,1037756,Sale,Office,Manhattan,11/12/13,,164-168 Canal Street,164-168 Canal St,New York,NY,United States,10013,39200,1915,,1,6,0.1621442,0.7,1 of 1,61900000,$,1579,confm'd,,61900000,0.0354,quoted,"George Comfort & Sons, ASB Real Estate Investments",,Dadourian Management,Massey Knakal,,,,"70% occ.;Office - CBD property; street retail; Tenants: Citibank, New York Life;",40.7163591,-73.9973666,,Downtown,5600,35620,002010018,000478055,
1115996,881943,Sale,Office,Manhattan,11/7/13,,351 Broadway,351 Broadway,New York,NY,United States,10013,14444,1915,,1,4,,,1 of 1,12600000,$,872,confm'd,,12600000,0.0237,quoted,TNS Dev Group Ltd,,Gindi Family,Massey Knakal,Doral Bank ($7m approx),,,Office - CBD property; street retail;,40.7172044,-74.0042671,,Downtown,5600,35620,01740036,0000492811,
1085634,1116326,Sale,Office,Manhattan,10/24/13,,200 Lafayette Street,420 Broome St,New York,NY,United States,10012,115964,1900,2013,1,7,0.3145087,1,1 of 1,147900000,$,1275,confm'd,,147900000,0.054,in place,GGP,,"CIM Group, Kushner Companies",Eastdil Secured,,,,"100% occ.;Office - CBD property; street retail (32,188 sf); Tenants: J C Penney, Capital One; prior sale: Jan-12 ($50.0m); bought for condo conversion; Retail is on lower level, ground and 2nd floors;",40.721291,-73.998457,,Downtown,5600,35620,"4820037, 04820037, 04820000, 04821301",0000457118,
1109180,1123103,Sale,Office,Manhattan,10/23/13,,15 E 31st St,15 E 31st St,New York,NY,United States,10016,14739,1925,,1,8,0.04788797,,1 of 1,8650000,$,587,confm'd,,8650000,0.0315,quoted,Beekman REIM,,Noboru Sato,Marcus & Millichap,Latitude Management ($7m approx),,,"Office - CBD property; 5 commercial units and 3 residential units.; to be Residential- Apartment; Buyer is described as a ""European Private Investment Group"";",40.7462835,-73.9848129,,Midtown East,5600,35620,"08610012, 08619012",000447249,
1044111,1071169,Sale,Office,Manhattan,10/11/13,,News Corp Building,1211 Sixth Ave,New York,NY,United States,10036,1937895,1973,1995,1,45,2.0202,0.89,1 of 1,1750000000,$,903,confm'd,Majority,892500000,0.045,in place,"Ivanhoe Cambridge, Callahan Cap Prtnrs",,"Lehman Bros Holdings, Beacon Capital Partners",Eastdil Secured,"LB-UBS 2006-C6 ($400m approx), LB-UBS 2006-C7 ($400m approx)",,,"89% occ.;Office - CBD property; Tenants: News Corporation, Axis Reinsurance, Ropes & Gray, Twenty First Century Fox; prior sale: Jul-06 ($1,520.0m); partial interest (51%); buyer assumed mtg; seller retained interest;",40.7586101,-73.9819277,,Midtown West,5600,35620,10000029,,
953263,1039489,Sale,Office,Manhattan,10/9/13,,Seven Times Square,7 Times Sq,New York,NY,United States,10036,1245817,2004,,,48,0.51,0.99,1 of 1,1520000000,$,1220,confm'd,Minority,684000000,0.05,in place,Norges Bank (NBIM),,Boston Props Inc,Eastdil Secured,,,,"99% occ.;Office - CBD property; street retail; Tenants: Alleghany, Ann Taylor, Ashurst, Manatt, Phelps & Phillips, LLP, O'Melveny & Meyers LLP; prior land sale: Dec-00 ($164.0m); leasehold; partial interest (45%); PILOT program through 6/2024; right to purchase fee interest 7/2024: NYC owns ground; seller retained interest; Includes tax credits;",40.7554585,-73.9869055,,Midtown West,5600,35620,009940001,,
938023,980750,Sale,Office,Manhattan,9/30/13,,650 Madison Avenue,650 Madison Ave,New York,NY,United States,10022,594000,1957,2013,1,27,1.12488,0.92,1 of 1,1327500000,$,2235,confm'd,,1327500000,0.028,in place,"Highgate Holdings, Gindi Capital, JP Morgan Asset Mgmt, Oxford Properties Group, Crown Acquisitions, Vornado",,"Carlyle Group, ClearRock Properties, Century Plaza, Ashkenazy Acquisition",Eastdil Secured,Madison Ave 2013-650M ($675m approx),,,"92% occ.;Office - CBD property; street retail (71,000 sf); Tenants: Crate & Barrel, Polo Ralph Lauren (HQ), Memorial Sloan-Kettering, Reservoir Capital, Tod's; prior sale: Dec-11 ($925.0m); Yr1 proforma cap rate 3.2%; Crate & Barrel exercised a five-year extension - Carlyle will pay C&B $55 million in exchange for higher rent;",40.7639807,-73.9716177,,Upper East Side,5600,35620,13740014,0000413339,
1089293,1121612,Sale,Office,Manhattan,9/24/13,,123-127 Lafayette Street,123-127 Lafayette St,New York,NY,United States,10013,16120,1920,1989,,5,,,1 of 1,10850000,$,673,confm'd,,10850000,0.0434,quoted,Stellar Management,HPNY,Jonathan & Vivienne Sy,Marcus & Millichap,,,,"Office - CBD/medical property; street retail; Tenants: Public Health Solutions, First Custom Corp, Mansy Corp; prior sale: Jan-00 ($3.2m);",40.7187376,-73.9999475,,Downtown,5600,35620,"002080004, 02080004",000414100,
1044780,1072238,Sale,Office,Manhattan,8/31/13,,570 Seventh Ave,570 Seventh Ave,New York,NY,United States,10018,170000,1926,,1,20,0.167011,1,1 of 1,83000000,$,488,confm'd,,83000000,0.035,next yr,"Capstone Equities, Carlyle Group",,Silverstein Properties,Eastdil Secured,M&T Bank ($61m approx),,,"100% occ.;Office - CBD property; street retail (21,000 sf); bought for renovation;",40.755352,-73.987868,,Midtown West,5600,35620,010120036,000372412,
953284,1035307,Sale,Office,Manhattan,8/29/13,,295 Madison Avenue,295 Madison Ave,New York,NY,United States,10017,332000,1929,2008,1,47,0.19536,0.92,1 of 1,212685000,$,641,confm'd,,212685000,0.042,in place,"Diversified Capital, Eretz Group",MHP Real Estate Services,"Westbrook Partners, Moinian Group",Eastdil Secured,SL Green ($160m approx),,,"92% occ.;Office - CBD property; street retail (9,920 sf); Tenants: Blue Print Co, BrightRoll, Cosmetic Research Development, Debt Domain; prior sale: Jul-07 ($180.0m); leasehold;",40.7516776,-73.9795471,,Midtown East,5600,35620,12750050,0000368016,
1083011,1108423,Sale,Office,Manhattan,8/27/13,,246 Fifth Avenue,246 Fifth Ave,New York,NY,United States,10001,39496,1890,2002,1,6,0.13,1,1 of 1,19160000,$,485,confm'd,,19160000,0.058404027,unwrtn,HH Realty Equities,,"LNR Partners, Wachovia 2007-C33",NGKF,GS 2014-GC18 ($15m approx),,,"100% occ.;Office - CBD property; street retail (4,000 sf); Tenants: Idea Nuova Office, Idea Nuova Retail; prior sale: Jul-07 ($20.0m); to be Commercial- Air Rights;",40.7447043,-73.9877913,,Midtown South,5600,35620,"08290042, 0829004200246000000004R",0000507689,
951234,1037102,Sale,Office,Manhattan,8/22/13,,5 Hanover Square,66 Beaver St,New York,NY,United States,10004,318600,1962,2010,1,25,0.2859045,0.95,1 of 1,104000000,$,326,confm'd,,104000000,0.06,in place,CIM Group,,Savanna,Eastdil Secured,,,,"95% occ.;Office - CBD property; street retail (7,500 sf); Tenants: Context Integration, Meridian Equity Partners, Rockwell Global Capital, Swig Equities; prior sale: Oct-10 ($51.5m);",40.7052601,-74.0092183,,Downtown,5600,35620,00280005,0000369582,
1085004,1115401,Sale,Office,Manhattan,8/13/13,,100 Broadway,100 Broadway,New York,NY,United States,10005,400000,1897,1998,1,24,0.3550735,0.8,1 of 1,150000000,$,375,approx,,150000000,0.065,quoted,Northwood Investors,Brookfield Financial,"Madison Capital, Meadow Partners, CPP Investment Board, LoanCore Cap Prtnrs",,CIBC ($103m approx),,,"80% occ.;Office - CBD property; street retail (40,000 sf); Tenants: Duane Reade, TD Ameritrade, Parsons Transportation Group, Swanke, Hayden, Connell Ltd., Bishop Rosen & Co; prior sale: Oct-10 ($115.0m); 9,000sf retail is below grade; off market deal;",40.7079445,-74.011103,,Downtown,5600,35620,00460003,000333614,
978435,1017974,Sale,Office,Manhattan,6/28/13,,499 Park Ave,499 Park Ave,New York,NY,United States,10022,292966,1981,,1,28,0.01,,1 of 1,386000000,$,1318,confm'd,,386000000,0.0389,quoted,American Realty Advisors,,"Hines US Core OFF Fund, Sumitomo Life","Eastdil Secured, CBRE",Wells Fargo ($92m approx),,,"Office - CBD property; street retail; Tenants: Bloomberg, Cantor Fitzgerald (HQ), M. Safra & Co, Hines; prior sale: Aug-03 ($150.5m);",40.7625762,-73.9695501,,Midtown East,5600,35620,"013130004, 13130004",0000340959,
